"user_id","treated","intervention_post_score","tenure","premium_user","comment_karma","link_karma","num_post_before","num_post_before_ss","num_sub_before","first_timer","posted","posted_ss","posted_oths","n_posts","l_n_posts","n_posts_ss","l_n_posts_ss","n_posts_oths","length","l_length_ss","l_length_oths"
93,1,9,26,0,24,59,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0
94,1,8,2631,0,764,2050,1,1,1,0,1,1,1,4,1.60943794250488,1,0.6931471824646,3,375.75,6.21460819244385,5.8161187171936
95,0,17,173,0,1701,3977,10,0,5,0,1,0,1,13,2.63905739784241,0,0,13,11.307692527771,0,2.51022458076477
96,1,77,712,0,35328,1568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,1,38,23,0,1,131,2,2,1,0,1,1,0,1,0.6931471824646,1,0.6931471824646,0,797,6.6821084022522,0
98,1,5,1952,0,0,5,0,0,0,0,1,1,0,1,0.6931471824646,1,0.6931471824646,0,1764,7.47590589523315,0
99,1,154,1036,0,350,322,0,0,0,0,1,1,1,24,3.21887588500977,11,2.4849066734314,13,1219.79162597656,7.8501033782959,4.41326427459717
100,1,16,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
101,1,178,2462,0,74935,2079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,1,10,247,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,1,31,2203,0,7794,1095,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
104,0,54,938,0,7,974,0,0,0,1,1,1,1,9,2.30258512496948,2,1.0986123085022,7,221.222229003906,6.90424919128418,0
105,1,30,0,0,0,21,1,0,1,1,1,0,1,1,0.6931471824646,0,0,1,441,0,6.09131002426147
106,0,31,1208,0,36,2375,0,0,0,0,1,0,1,2,1.0986123085022,0,0,2,0,0,0
107,0,57,0,0,0,43,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
108,1,6,780,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,1,4,775,0,20205,1851,12,0,2,0,1,0,1,13,2.63905739784241,0,0,13,786.615356445312,0,6.66900968551636
110,1,137,80,0,94,1240,0,0,0,0,1,1,1,3,1.3862943649292,1,0.6931471824646,2,1942.33337402344,7.95717716217041,7.30451583862305
111,0,129,2357,0,1509,1541,1,0,1,0,1,1,0,2,1.0986123085022,2,1.0986123085022,0,1017.5,6.92608642578125,0
112,1,7,1141,0,3754,4536,4,0,4,1,1,1,1,5,1.7917594909668,1,0.6931471824646,4,294,6.97914505004883,4.60766696929932
113,1,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
114,0,4,42,0,-1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,1,24,3165,0,1553,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,0,3,378,0,4930,49,0,0,0,1,1,0,1,1,0.6931471824646,0,0,1,0,0,0
117,0,75,1016,0,253,1020,1,0,1,0,1,0,1,3,1.3862943649292,0,0,3,0,0,0
118,0,63,1888,0,11026,1065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,0,54,39,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,1,10,248,0,72,237,14,1,4,0,1,0,1,11,2.4849066734314,0,0,11,197.727279663086,0,5.29193353652954
121,1,16,7,0,4,44,2,1,2,0,1,1,1,3,1.3862943649292,2,1.0986123085022,1,549.666687011719,6.33061170578003,6.27098846435547
122,0,46,0,0,0,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
123,1,200,2369,0,8281,3265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,1,103,1331,0,707,4276,5,0,3,1,1,1,0,2,1.0986123085022,2,1.0986123085022,0,961,6.86901426315308,0
125,0,75,10,0,29,211,4,4,1,0,1,1,0,7,2.0794415473938,7,2.0794415473938,0,2793.85717773438,7.93553638458252,0
126,0,9,0,0,0,4,0,0,0,1,1,1,0,2,1.0986123085022,2,1.0986123085022,0,1695.5,7.4363226890564,0
127,1,21,70,0,-47,5709,12,1,4,0,1,1,1,6,1.94591009616852,1,0.6931471824646,5,1144.33337402344,8.83448219299316,0
128,0,18,320,0,4,47,4,3,2,0,1,1,0,3,1.3862943649292,3,1.3862943649292,0,1398.33337402344,7.24375104904175,0
129,1,311,466,0,4859,14557,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
130,1,17,1598,0,32788,7875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,0,4,1005,0,8,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,1,9,1796,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
133,0,7,1307,0,137,1930,2,0,2,1,1,1,1,18,2.94443893432617,1,0.6931471824646,17,268.888885498047,7.09920167922974,5.36844682693481
134,0,10,542,0,1785,14584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,1,4,212,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
136,0,93,1338,0,189,1442,0,0,0,0,1,1,1,10,2.39789533615112,1,0.6931471824646,9,1951.59997558594,6.78897190093994,7.63573312759399
137,1,32,1568,0,11199,7283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,0,10,1025,0,5,45,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
139,0,31,5,0,2,17,0,0,0,1,1,1,0,1,0.6931471824646,1,0.6931471824646,0,2074,7.63771629333496,0
140,1,3,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
141,1,6,216,0,161,74,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
142,0,41,1,0,32,37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
143,1,286,0,0,0,191,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
144,0,3,116,0,510,438,4,0,1,0,1,0,1,1,0.6931471824646,0,0,1,0,0,0
145,0,3,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
146,0,277,811,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,1,31,1685,0,1030,36,0,0,0,0,1,1,0,2,1.0986123085022,2,1.0986123085022,0,1135,7.03526878356934,0
148,0,3,96,0,29,135,3,1,2,0,1,1,1,5,1.7917594909668,2,1.0986123085022,3,799.200012207031,7.09878873825073,6.26656770706177
149,1,6,11,0,0,2,1,1,1,1,1,1,1,2,1.0986123085022,1,0.6931471824646,1,353.5,6.56244421005249,0
150,1,44,159,0,28,388,2,1,2,0,1,1,0,1,0.6931471824646,1,0.6931471824646,0,522,6.25958156585693,0
151,1,6,1,0,0,3,0,0,0,1,1,1,1,4,1.60943794250488,2,1.0986123085022,2,2369.25,7.25028038024902,8.111328125
152,1,33,288,0,235,24,3,1,2,1,1,1,0,2,1.0986123085022,2,1.0986123085022,0,1049.5,6.95702171325684,0
153,0,77,967,0,1028,69,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
154,1,379,7,0,0,321,1,1,1,0,1,1,1,37,3.63758611679077,10,2.39789533615112,27,1213.97302246094,7.91611480712891,6.47657346725464
155,1,61,232,0,44,1178,1,0,1,0,1,0,1,1,0.6931471824646,0,0,1,0,0,0
156,1,14,768,0,7407,6412,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0
157,0,6,1099,0,46,13,0,0,0,0,1,0,1,7,2.0794415473938,0,0,7,3143,0,8.05325126647949
158,0,26,232,0,4,94,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
159,0,35,870,0,98,1884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,0,10,612,0,31,302,0,0,0,0,1,0,1,2,1.0986123085022,0,0,2,76.5,0,4.3502779006958
161,1,6,238,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,0,29,1,0,1,18,0,0,0,1,1,1,0,1,0.6931471824646,1,0.6931471824646,0,1969,7.58578872680664,0
163,1,28,2157,0,1547,1599,2,0,2,1,1,1,0,1,0.6931471824646,1,0.6931471824646,0,646,6.47234630584717,0
164,1,11,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
165,1,10,11,0,0,6,1,1,1,1,1,1,0,2,1.0986123085022,2,1.0986123085022,0,1820,7.50714111328125,0
166,1,5,377,0,0,251,0,0,0,1,1,0,1,2,1.0986123085022,0,0,2,0,0,0
167,0,9,449,0,176,92,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
168,0,8,30,0,13,13,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0
169,0,6,1092,0,148,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,0,5,239,0,319,54,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
171,0,6,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
172,0,8,199,0,2872,482,3,0,2,1,1,0,1,3,1.3862943649292,0,0,3,36.6666679382324,0,3.62877559661865
173,1,13,1216,0,19925,3097,1,0,1,0,1,1,1,4,1.60943794250488,1,0.6931471824646,3,177,6.56385564804077,0
174,1,34,2187,0,14238,1999,1,1,1,0,1,1,0,2,1.0986123085022,2,1.0986123085022,0,2058.5,7.63021850585938,0
175,0,41,25,0,0,38,1,0,1,1,1,0,1,2,1.0986123085022,0,0,2,3044,0,8.02125644683838
176,0,142,294,0,1563,163,0,0,0,1,1,1,0,2,1.0986123085022,2,1.0986123085022,0,3346,8.11581993103027,0
177,0,130,968,0,2069,466,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
178,1,116,448,1,5216,24701,4,1,3,0,1,1,1,18,2.94443893432617,7,2.0794415473938,11,1325.5,7.40497446060181,7.02497243881226
179,1,8,6,0,454,119,8,1,3,1,1,0,1,1,0.6931471824646,0,0,1,0,0,0
180,1,81,206,0,8139,87,0,0,0,1,1,1,1,2,1.0986123085022,1,0.6931471824646,1,1189,7.73455905914307,4.54329490661621
181,0,14,4,0,117,280,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
182,1,67,658,0,4300,4971,1,1,1,0,1,1,1,12,2.56494927406311,4,1.60943794250488,8,264.5,6.47079944610596,4.32081604003906
183,0,8,33,0,11,14,2,1,2,1,1,0,1,1,0.6931471824646,0,0,1,0,0,0
184,1,156,569,0,459,118,0,0,0,1,1,1,0,1,0.6931471824646,1,0.6931471824646,0,1555,7.34987354278564,0
185,1,13,428,0,193,978,2,1,2,0,1,1,1,5,1.7917594909668,1,0.6931471824646,4,526.599975585938,7.87549924850464,0.405465096235275
186,1,27,1293,0,798,414,0,0,0,1,1,1,0,1,0.6931471824646,1,0.6931471824646,0,1771,7.4798641204834,0
187,1,3,1035,0,3396,7638,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
188,0,20,697,0,4,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
189,0,6,1581,0,114,717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,0,53,1885,0,182,273,1,0,1,1,1,1,0,1,0.6931471824646,1,0.6931471824646,0,3411,8.13505363464355,0
191,0,28,52,0,15,75,0,0,0,0,1,0,1,1,0.6931471824646,0,0,1,71,0,4.27666616439819
192,0,285,964,1,83348,10795,5,0,4,0,1,0,1,18,2.94443893432617,0,0,18,14.277777671814,0,2.72639942169189
193,0,29,611,0,3,47,0,0,0,0,1,1,0,1,0.6931471824646,1,0.6931471824646,0,222,5.40717172622681,0
194,0,19,401,0,2831,14488,0,0,0,0,1,0,1,3,1.3862943649292,0,0,3,0,0,0
195,0,8,37,0,4,7,1,1,1,1,1,1,1,6,1.94591009616852,1,0.6931471824646,5,710.333312988281,7.17395830154419,6.38451957702637
196,0,15,176,0,786,368,0,0,0,0,1,0,1,4,1.60943794250488,0,0,4,177.75,0,5.18598794937134
197,0,3,241,0,2,13,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0
198,1,36,203,0,13,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
199,0,10,1066,0,1346,9422,1,0,1,0,1,0,1,1,0.6931471824646,0,0,1,0,0,0
200,1,19,976,0,399,65,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
201,1,291,1076,0,-3,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,0,3,16,0,3,1,1,0,1,1,1,1,1,3,1.3862943649292,2,1.0986123085022,1,292.333343505859,6.0764946937561,2.19722461700439
203,1,3,243,0,95,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
204,1,39,219,0,12,25,0,0,0,1,1,0,1,1,0.6931471824646,0,0,1,97,0,4.58496761322021
205,0,4,27,0,0,8,0,0,0,1,1,1,1,4,1.60943794250488,1,0.6931471824646,3,228.5,6.80350542068481,1.73460102081299
206,0,24,76,0,0,46,0,0,0,0,1,1,0,1,0.6931471824646,1,0.6931471824646,0,1335,7.19743537902832,0
207,1,32,184,0,848,91,0,0,0,0,1,1,1,2,1.0986123085022,1,0.6931471824646,1,112.5,5.42053508758545,0
208,0,6,2214,0,3216,2857,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
209,1,4,2,0,0,1,2,1,2,0,1,0,1,2,1.0986123085022,0,0,2,702,0,6.55535697937012
210,1,3,0,0,6,2,0,0,0,1,1,1,0,1,0.6931471824646,1,0.6931471824646,0,629,6.44571971893311,0
211,1,4,0,0,0,2,0,0,0,1,1,0,1,8,2.19722461700439,0,0,8,3,0,1.3862943649292
212,0,7,53,0,473,155,5,2,3,1,1,0,1,12,2.56494927406311,0,0,12,52.5833320617676,0,3.98123812675476
213,1,8,532,0,2604,147,2,0,2,1,1,0,1,1,0.6931471824646,0,0,1,0,0,0
214,0,18,164,0,521,375,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0
215,0,28,1809,0,1035,5444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,0,18,26,0,267,61,2,1,2,0,1,0,1,7,2.0794415473938,0,0,7,115.714286804199,0,4.75972890853882
217,0,54,2443,0,117,131,1,1,1,0,1,1,1,11,2.4849066734314,9,2.30258512496948,2,559.727294921875,6.08551120758057,7.00895738601685
218,0,3,964,0,92,366,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
219,1,72,405,0,88,2518,5,0,5,0,1,0,1,4,1.60943794250488,0,0,4,0,0,0
220,0,15,3,0,0,28,2,2,1,0,1,1,0,3,1.3862943649292,3,1.3862943649292,0,1391,7.23849678039551,0
221,1,5,2288,0,6869,3895,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
222,0,21,1294,0,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,1,17,376,0,0,90,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
224,1,4,83,0,302,216,12,2,8,1,1,0,1,1,0.6931471824646,0,0,1,0,0,0
225,1,130,1667,0,1482,20945,2,1,2,0,1,1,1,3,1.3862943649292,1,0.6931471824646,2,418.666656494141,6.98841333389282,4.47163867950439
226,1,11,2792,0,1726,3064,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
227,0,1441,10,0,507,2092,5,4,2,0,1,1,1,6,1.94591009616852,5,1.7917594909668,1,1904.5,7.73473358154297,0
228,0,36,232,0,0,14,0,0,0,1,1,1,1,2,1.0986123085022,1,0.6931471824646,1,4434.5,8.39750862121582,8.39728260040283
229,1,6,922,0,21,231,0,0,0,0,1,1,0,5,1.7917594909668,5,1.7917594909668,0,1464.40002441406,7.28988361358643,0
230,1,11,1284,0,3874,1277,6,0,5,0,1,0,1,3,1.3862943649292,0,0,3,87.6666641235352,0,4.4848837852478
231,0,10,225,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,1,68,1403,0,11642,1137,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
233,0,10,977,0,43889,9804,0,0,0,1,1,0,1,3,1.3862943649292,0,0,3,0,0,0
234,1,53,379,0,2080,165,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
235,1,20,401,0,475,68,1,0,1,1,1,0,1,2,1.0986123085022,0,0,2,13.5,0,2.67414855957031
236,1,4,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
237,1,428,1336,0,1106,845,2,1,2,1,1,1,0,1,0.6931471824646,1,0.6931471824646,0,2411,7.78821134567261,0
238,0,5,32,0,1,3,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0
239,1,76,3,0,61,49,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
240,0,4,243,0,2032,1730,9,0,7,0,1,1,1,15,2.7725887298584,1,0.6931471824646,14,145.66667175293,6.95368432998657,4.41106510162354
241,0,32,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
242,1,20,548,0,144,920,1,1,1,0,1,1,1,12,2.56494927406311,9,2.30258512496948,3,1021.25,7.1577353477478,5.46806001663208
243,0,73,1324,0,2701,13508,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
244,0,21,12,0,0,44,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
245,0,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
246,1,137,871,0,1337,3046,2,0,2,0,1,1,0,1,0.6931471824646,1,0.6931471824646,0,873,6.77308034896851,0
247,0,9,1287,0,349,78,2,0,2,1,1,1,0,3,1.3862943649292,3,1.3862943649292,0,1350,7.20860052108765,0
248,1,4,991,0,2712,1786,1,0,1,0,1,0,1,2,1.0986123085022,0,0,2,145.5,0,4.98702526092529
